tweet,clean_tweet,label
if youre not cheering for mexico youre a little bitch,cheer mexico littl bitch,1
iggy wanna be black so bad. ur a white widow hoe,iggi wan na black bad ur white widow hoe,1
ik I look good and all but dam bitches stop making it obv your staring at me loll,ik look good dam bitch stop make obv stare loll,1
ill call you bitch for short as a last resort and my first resort,ill call bitch short last resort first resort,1
im a dope ass nigga and these bitches hella sober,im dope ass nigga bitch hella sober,1
im a fat bitch http://t.co/p8hvKhRH2n,im fat bitch,1
im a hoe for forgetting my umbrella,im hoe forget umbrella,1
im genuinely getting mad at this children's video game about mickey mouse and darkness and big keys,im genuin get mad thi children video game mickey mous dark big key,0
im gonna hold this bitch to his word,im gon na hold thi bitch hi word,1
im watching you're next and this bitch just tried running outside and got her neck sliced,im watch next thi bitch tri run outsid got neck slice,1
im wearing a sweater and it's ike 80 degrees in my house,im wear sweater ike 80 degre hous,0
im weeaboo trash,im weeaboo trash,1
"ima beast dese niggas food so ima jus eat dat, if dat pussy bad big poppa gon beat dat",ima beast dese nigga food ima ju eat dat dat pussi bad big poppa gon beat dat,1
ima boss ass bitch bitch bitch,ima boss ass bitch bitch bitch,1
ima groovy type nigguh,ima groovi type nigguh,1
ima knock da pussy out like fight night,ima knock da pussi like fight night,1
"imagine if white people said ""my honkey"" instead of ""my nigga"" lol",imagin white peopl said honkey instead nigga lol,1
"imma hit the ground work in the pussy 

she gone come back everytime",imma hit ground work pussi gone come back everytim,1
"imma tall dread head wit a fat face

bitch do better",imma tall dread head wit fat face bitch better,1
in fucking mexico bitches,fuck mexico bitch,1
"in order too want a real nigga , you gotta be a real bitch &#128175;&#128076;&#128079;",order want real nigga got ta real bitch,1
in real life and online I follow that. sorry folks but just cause I look like a border hopper don't mean I am one. born and raised here,real life onlin follow sorri folk caus look like border hopper dont mean one born rais,1
inb4 you unfunny nigger kill yourself,inb4 unfunni nigger kill,1
ion care if I'm in the wrong bitch don't blow ur horn&#128226; at me,ion care im wrong bitch dont blow ur horn,1
ion care who my niggas date b if the bitch make you happy and you cool with her then do you,ion care nigga date b bitch make happi cool,1
ion have hoes so really you have no reason to worry about me cheating. if anything ill cheat on you with my left hand lbr,ion hoe realli reason worri cheat anyth ill cheat left hand lbr,1
ion like papoose but he went in lol,ion like papoos went lol,0
"ion sell vics no mo
ion drink lean no mo
bitch ion even smoke tree no mo",ion sell vic mo ion drink lean mo bitch ion even smoke tree mo,1
ion speak on how flaw niggas and thirsty hoes be on I.g but boyyyyyy look at here &#128586;&#128586;,ion speak flaw nigga thirsti hoe ig boyyyyyi look,1
ion trust these bitches and ion trust these niggas!!!,ion trust bitch ion trust nigga,1
is everyone gonna be a complete whiny little baby bitch about this shit now lmao http://t.co/WhAd6vfaGo,everyon gon na complet whini littl babi bitch thi shit lmao,1
is it ghetto to grease yo scalp at work,ghetto greas yo scalp work,0
is money over bitches,money bitch,1
is she choking it!! &#128563;&#128563;&#128584;&#128584;&#128553;&#128553;&#8220;@AwwAdorabIe: I want a pet monkey &#128553;&#128525; http://t.co/w7Yr5xKLSC&#8221;,choke want pet monkey,0
is the bitch in the new transformers hot?,bitch new transform hot,1
it is my God given right to have white bitches,god given right white bitch,1
"it means that im following orders and being subordinate. sue me, ya dyke",mean im follow order subordin sue ya dyke,1
"it might rain today, hmmm.. I don't want to look like a pussy carrying an umbrella around but I also don't want to risk my perm getting wet.",might rain today hmmm dont want look like pussi carri umbrella around also dont want risk perm get wet,1
it's 2014 bitches need to be ready for the D fellaz! Don't play they games! Let that high school tease shit last a day. #swag,2014 bitch need readi fellaz dont play game let high school teas shit last day swag,1
it's Friday bitches &#128556;,friday bitch,1
it's a brand new day and the birds they chirpin,brand new day bird chirpin,0
it's amazing what hood bitches wear I they body and in they head,amaz hood bitch wear bodi head,1
it's awesome when people you've known for years talk trash about you behind your back and then ask you for favors later. truly awesome.,awesom peopl youv known year talk trash behind back ask favor later truli awesom,0
"it's been ten mins, bitch I gave you a 2 min assignment lmfaooooo",ten min bitch gave 2 min assign lmfaooooo,1
it's everything to cut that bitch off,everyth cut bitch,1
it's gotten to the point where I literally don't care and I'm gonna start punching bitches if they don't move in the hallway,gotten point liter dont care im gon na start punch bitch dont move hallway,1
it's so weird outside. it's like yellow.,weird outsid like yellow,0
its been 5 years and this bitch still thinks im over how she did me over. I dont think so. *decline*,5 year thi bitch still think im dont think * decline *,1
"its either a gun, a sandwich, or both. details looking really fuzzy right now and i don't trust any police department in MO",either gun sandwich detail look realli fuzzi right dont trust ani polic depart mo,0
"ive went through 50 fags in 5 days, not very happy #sad",ive went 50 fag 5 day veri happi sad,1
jackie peyton you are a fucking bitch. omg I love you though. damn thats the best shit you pulled,jacki peyton fuck bitch omg love though damn best shit pull,1
jacob u look like a monkey in dis http://t.co/rkaqn0GRQe,jacob u look like monkey di,0
jacobs just like stfu bitch,jacob like stfu bitch,1
janet Jackson's nip slip #iconic,janet jackson nip slip icon,0
jesus christ youre a fucking retard if you believe in Mercurian retrograde affecting your life,jesu christ fuck retard believ mercurian retrograd affect life,1
"jig levitating RT @mashable: Samsung made fun of #Bendgate. Now the Galaxy Note 4 fails, too. http://t.co/aJFlpcj7yR http://t.co/aSVspIQXmH",jig levit samsung made fun bendgat galaxi note 4 fail,0
jig levitating for lousiville,jig levit lousivil,0
jm sorry to hear this RT @FreeYBB: I'm going to chipotle for the first time. It better not be trash.,jm sorri hear thi im go chipotl first time better trash,0
"jooooooked out RT @topmodelciara: &#8220;@11wdNICK: 4 old hoes, a ponk, and a dyke outchea having ""girl talk""&#8221;LMAO",jooooook 4 old hoe ponk dyke outchea girl talklmao,1
just a casual ghetto family twerk session http://t.co/jRmePckCqs,casual ghetto famili twerk session,1
just found out @IUBloomington has an #Australian president! #hoosiers are my team #hoosierstate #indiana #iu #iubb #big10 20-2 tonight!,found ha australian presid hoosier team hoosierst indiana iu iubb big10 20-2 tonight,0
just got done biking with my dyke,got done bike dyke,1
just like girls can't be a hoe.... guys can't hit a girl back... it's a double standard that will forever exist....,like girl cant hoe guy cant hit girl back doubl standard forev exist,1
"just like i made you hoes come for me , i can make yall go away &#128080;&#9996;&#65039;",like made hoe come make yall go away,1
just made TMobile my bitch,made tmobil bitch,1
just noticed some trash on my notification page i had to clean up,notic trash notif page clean,0
"just saw the words ""tinker tailor soldier spy"" and muttered ""no"" aloud @jennyyhernandez @chellyhernandez",saw word tinker tailor soldier spi mutter aloud,0
kicking this bitch to the curb bruh.,kick thi bitch curb bruh,1
killers don't pillow talk.. wit dey bitches,killer dont pillow talk wit dey bitch,1
kit kats trash,kit kat trash,0
know you don't like me cussss yo bitch most likely doesss,know dont like cussss yo bitch like doesss,1
kush god bitch,kush god bitch,1
"kyle im hungry, quit talking and let's go hoe",kyle im hungri quit talk let go hoe,1
label me a hoe,label hoe,1
"last thought before bed: in '92 we had a ""mock election"" in 3rd grade and i voted for Perot. maybe i related to his really big ears, idk.",last thought befor bed 92 mock elect 3rd grade vote perot mayb relat hi realli big ear idk,0
last words to a bitch nigga 'why you lie',last word bitch nigga whi lie,1
late upload bitches,late upload bitch,1
"laughing on the inside thinking ""that's what yo bitch ass get, fuck boy"".",laugh insid think yo bitch ass get fuck boy,1
leaving no hope for these hoes.,leav hope hoe,1
let the hoe ass falcons get steven wackson and our 1st rd pick,let hoe ass falcon get steven wackson 1st rd pick,1
life is ya professor better know that bitch is gone test ya,life ya professor better know bitch gone test ya,1
life to great to be mad all day... bitch I'm bless move ur negativity dat way&#128073;,life great mad day bitch im bless move ur neg dat way,1
"like ""look at this annoying little 17/18 year old asking for a ride haha fuck her poser bitch ass""",like look thi annoy littl 17/18 year old ask ride haha fuck poser bitch ass,1
like a bitch pic is flirting nowadays,like bitch pic flirt nowaday,1
like a bitch wit no ass u ain't shit,like bitch wit ass u aint shit,1
like a slow death &#8220;@iSell_Pussy4EBT How does it feel to have a shit load of nudes to fap to but not one bitch to fuck?&#8221;,like slow death doe feel shit load nude fap one bitch fuck,1
"like if you are going to be a sensitive lil bitch, do not talk to me.",like go sensit lil bitch talk,1
like. animal crackers are legit the best snack,like anim cracker legit best snack,0
lil bitch,lil bitch,1
lil bitch thats down to make your bond aint got to tell her &#128175;&#128076;,lil bitch make bond aint got tell,1
lil spook and yung lean and robb all night,lil spook yung lean robb night,0
lil stupid ass bitch,lil stupid ass bitch,1
"little stupid ass bitch, I ain't fuckin wit chuuu",littl stupid ass bitch aint fuckin wit chuuu,1
lmao I s2g having roots with yellow/white hair makes it look so dirty I'm &#128567; http://t.co/SqbYdUiZr8,lmao s2g root yellow/whit hair make look dirti im,0
lmao I'm weakkk &#8220;@TakeIt_CERIOUS: &#8220;@AnayaL8ter: My pussy popz Severely https://t.co/1VtqX9ioxK&#8221; LMFAOOOOOOOO&#8221;,lmao im weakkk pussi popz sever lmfaoooooooo,1
lmao RT @SirRocObama: Lmaooo RT @ToeKnee2GX: &#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557; RT @PeachDulce: I'm not a hoe I'm a people person,lmao lmaooo im hoe im peopl person,1
lmao RT @SirRocObama: Tu Madre RT @WaymoTheGod: nacho doritos trash,lmao tu madr nacho dorito trash,1
"lmao RT @TheBSharp: ""I'm 25 years old, I'm tryna have some fun!"" = ""I'm a hoe""",lmao im 25 year old im tryna fun = im hoe,1
lmao RT @latry: Nigga ran a Ponzi scheme on them hoes. http://t.co/s7aOY8AdsI,lmao nigga ran ponzi scheme hoe,1
lmao little does this bitch know...&#9786;&#65039;&#128564;,lmao littl doe thi bitch know,1
lmao slow new day for madonna fans huh? collaborating with Siri? haha that sounds retarded. so she may oray not use a sound sample.,lmao slow new day madonna fan huh collabor siri haha sound retard may oray use sound sampl,1
"lmaoooo RT @ComedyTruth: Girls, don't let a guy treat you like a yellow starburst. You are a pink starburst.",lmaoooo girl dont let guy treat like yellow starburst pink starburst,0
"lmaoooo RT @PhillyTheBoss: Everything on BET is trash. RT @MrCOOK_: B-Rad RT @fkinLIVE: White Mike was on BET, he can't be trash",lmaoooo everyth bet trash b-rad white mike wa bet cant trash,0
lmaoooo RT @ToeKnee2GX: Lol OK pal RT @AceHudsonJr: what bitch gone tell me no? TUH! http://t.co/toEa3cZjDF,lmaoooo lol ok pal bitch gone tell tuh,1
lmaooooo RT @SirAsshole: when you sit in a ghetto girls seat at lunch https://t.co/HaSLMb1Dzj,lmaooooo sit ghetto girl seat lunch,1
lmaooooo relax RT @__J_R: 59-0 on Ya mark bitch ass. Roll Tide! Fuck the state of Texas,lmaooooo relax 59-0 ya mark bitch ass roll tide fuck state texa,1
lmaoooooo RT @WestsideAllure: Dude said bitches from NY fuck to Redman's greatest hits &#128557;&#128557;&#128557;,lmaoooooo dude said bitch ny fuck redman greatest hit,1
lmaoooooo eat that goal faggot @gezus__,lmaoooooo eat goal faggot,1
lmfao what? RT @cindielu: If your back is dry when you get out the shower you're a hoe!,lmfao back dri get shower hoe,1
"lmfaooo &#8220;@officialSmith_ Whenever you take selfies at work, it's always one hatin ass bitch in the comments talmbout ""you ain't workin""&#8221;",lmfaooo whenev take selfi work alway one hatin ass bitch comment talmbout aint workin,1
lmfaooo I can't yo . this bitch has officially crossed the line &#128557; http://t.co/CIXgIlKkSw,lmfaooo cant yo thi bitch ha offici cross line,1
lmfaoooo RT @HarleyyyQuinn_: Wiz is a perfect example of how fame can get you bitches. He looks like your typical tweaker homeless woman.,lmfaoooo wiz perfect exampl fame get bitch look like typic tweaker homeless woman,1
lock that bitch too&#8230; keep the heat out RT @Ms_Marrie: SHUT THE FRONT DOOR!,lock bitch keep heat shut front door,1
"lol @ all the hoes I've been through, only to realize that I don't fuckin need any of them.",lol @ hoe ive onli realiz dont fuckin need ani,1
lol @ that tweet zebra.,lol @ tweet zebra,0
"lol RT @BEAUTYWins: You're a stupid ass bitch ""@luvgoodspliff: remember michael brown? this is him now. feel old yet? http://t.co/og3ay5X7lg",lol stupid ass bitch rememb michael brown thi feel old yet,1
lol RT @_mykall: when you @ bae game &amp; an unknown hoe screaming his name loud asfck &#128530;&#128514; http://t.co/MrTqx99g5l,lol @ bae game unknown hoe scream hi name loud asfck,1
lol bitches aint shit...,lol bitch aint shit,1
"lol i liked that album RT @az5950: That ""Double Up"" Album was so trash son...smh",lol like album doubl album wa trash sonsmh,1
lol if you hate me i really dont give a shit because i've either done nothing to you bc you're just a bitch,lol hate realli dont give shit becaus ive either done noth bc bitch,1
lol ok cunt,lol ok cunt,1
lol stupid ass bitch I don't fuck w/ you,lol stupid ass bitch dont fuck w/,1
lol they replaced the big yellow chicken with Homer,lol replac big yellow chicken homer,0
lol unfaithful hoes,lol unfaith hoe,1
loner.. stoner.. tell yo bitch to bite da boner,loner stoner tell yo bitch bite da boner,1
"look at that bitch right there, right there #hannnnnn",look bitch right right hannnnnn,1
"look at this bitch feet, how is she high fashion cuh http://t.co/tKlXUuxo",look thi bitch feet high fashion cuh,1
"look at this bitch, walking too close to my future husband http://t.co/HRVjzUxLYW",look thi bitch walk close futur husband,1
looking like a hillbilly and not matching is what I do best goodnight losers http://t.co/caGHBLKAXQ,look like hillbilli match best goodnight loser,1
looks like my highlight of the night will be getting Lewis and having a quick fag outside work #shite,look like highlight night get lewi quick fag outsid work shite,1
lost a couple online matches in nhl14. bitch hit me with her car. dad ate my pizza. just one of those days,lost coupl onlin match nhl14 bitch hit car dad ate pizza one day,1
love females but hate bitches,love femal hate bitch,1
loves how Day Timers always come with coloured maps and distance charts. It makes me feel far more important then I actually am.,love day timer alway come colour map distanc chart make feel far import actual,0
"lrt I just did
im saddened bc she been tweeting like a hoe",lrt im sadden bc tweet like hoe,1
lrt turnup lil bitch,lrt turnup lil bitch,1
"maddie, karissa, Ireland, cierra and I have gotten so close I'd kill a bitch for them tbh",maddi karissa ireland cierra gotten close id kill bitch tbh,1
make ur bitch want some more &#127908;&#127911;,make ur bitch want,1
making sweet love to my hand cause i cant buy a hoe tonight,make sweet love hand caus cant buy hoe tonight,1
making the shittiest pigs in a blanket but they're gonna be good. i'm not tryna impress Gordon Ramsey's bitch ass i'm trying to make poop.,make shittiest pig blanket theyr gon na good im tryna impress gordon ramsey bitch ass im tri make poop,1
mall with my fellow ginzos to do some christmas shopping @Vinnyliarda @Dimi_Artale @Billythathird #fuckdimmy #vinnysnotmadon #billgetsbuns,mall fellow ginzo christma shop fuckdimmi vinnysnotmadon billgetsbun,0
man I gotta hang out with snoop lion aka nemo hoes,man got ta hang snoop lion aka nemo hoe,1
man kills mother of 2 after she reveals she's hiv positive after having sex...that bitch deserved it,man kill mother 2 reveal hiv posit sexthat bitch deserv,1
march is about to get mad! #marchmadness #collegehoops #indiana #iubb #hoosiers,march get mad marchmad collegehoop indiana iubb hoosier,0
maryjane_militant_que you got that bomb azz pussy lol http://t.co/t9dsTikwcH,maryjane_militant_qu got bomb azz pussi lol,1
"mashed potatoes , string beans , yellow rice , and chicken &#128523;",mash potato string bean yellow rice chicken,0
maybe bitches will stop talking about this dude omari one day,mayb bitch stop talk thi dude omari one day,1
me and peter have always been slaying these hoes http://t.co/jqmil7rJaT,peter alway slay hoe,1
me loving a hoe is ah No No,love hoe ah,1
"me: *complains about suburban white girls*
suburban white girl: you're a bitch
me: ok u literally just proved my point",* complain suburban white girls * suburban white girl bitch ok u liter prove point,1
mickeyblowsyourmind: who wants to be a skype group with a bunch of offensive new york city queer folk Me!... http://t.co/BPgdvs8qD2,mickeyblowsyourmind want skype group bunch offens new york citi queer folk,1
might have to play the b2k tonight for my black hoes you know i still care about yal,might play b2k tonight black hoe know still care yal,1
"might walk to Dunkin donuts, i want a Oreo coffee coolatta.",might walk dunkin donut want oreo coffe coolatta,0
mimi trash lol,mimi trash lol,0
mmm you still a hoe,mmm still hoe,1
"money before bitches, bc bitches follow money.",money befor bitch bc bitch follow money,1
money hoes and clothes,money hoe cloth,0
"money, weed n bitches... hanging wit snitches shit it wasn't my intention",money weed n bitch hang wit snitch shit wasnt intent,1
mother fuxker the devil is ah lie bitch I'm the truth,mother fuxker devil ah lie bitch im truth,1
my NECK! my BACK! Lick my pussy and my crack!,neck back lick pussi crack,1
my bitch is in town http://t.co/AwSCUEfWkY,bitch town,1
my bitch look like a black barbie n nigga imma ken doll breath smellin like filet mignon and menthols..,bitch look like black barbi n nigga imma ken doll breath smellin like filet mignon menthol,1
my bitch stay my bitch so don't look she keep that pussy tucked,bitch stay bitch dont look keep pussi tuck,1
my bitches getting even badder,bitch get even badder,1
my brothers asshat friends think it's okay to vandalize our property because he's a racist wana be redneck.,brother asshat friend think okay vandal properti becaus racist wana redneck,1
my chick badder than your basic bitches,chick badder basic bitch,1
my dad's a fuckin dick bitch i made your ass supper you're not allowed to come home mad,dad fuckin dick bitch made ass supper allow come home mad,1
my drugs are green my bitches white,drug green bitch white,1
my eye don got lazy reading and looking at u bitches flawged and lie all day&#128564;&#128564; http://t.co/NI2OQv0Njd,eye got lazi read look u bitch flawg lie day,1
my flow sicker then then the bitch magic Johnson was lickin,flow sicker bitch magic johnson wa lickin,1
"my girlfriend, I kid you not, eats bacon without dipping it into the tub of creamy butter I've laid out. I'm like ""what are you, a bird?""",girlfriend kid eat bacon without dip tub creami butter ive laid im like bird,0
"my grandma got a rosta colored dress
it's so pretty She better let me borrow it",grandma got rosta color dress pretti better let borrow,0
"my little sisters kik name is thot ass thot
why all my sister have to be freak hoes",littl sister kik name thot ass thot whi sister freak hoe,1
my main bitch http://t.co/uueCU3AbQv,main bitch,1
my mom tried to get me to buy beaner boots bc they were on sale like I'm not in a mariachi band please stop.,mom tri get buy beaner boot bc sale like im mariachi band pleas stop,1
my mother raised a cunt... lol,mother rais cunt lol,1
my nigga is a bad ass bitch forreal forreal &#128514;&#128151;&#128139;,nigga bad ass bitch forreal forreal,1
my nigguh wtf,nigguh wtf,1
"my pussy pops severely, 
and yours don't!!!",pussi pop sever dont,1
my right ear is throbbing harder than a virgins pussy,right ear throb harder virgin pussi,1
my side bitch is my main bitch cuz my main bitch aint feelin me nomo...nomo,side bitch main bitch cuz main bitch aint feelin nomonomo,1
my timeline looks thirsty bc all you basic hoes keep talking bout the same nigga that don't matter ctfuu,timelin look thirsti bc basic hoe keep talk bout nigga dont matter ctfuu,1
my tweets aint shit but you bitches aint either &#128514;,tweet aint shit bitch aint either,1
"n I cant even enjoy the reg House Hunters, which is 1 of my fav shows..because I know House Hunters International bitch ass comes on next",n cant even enjoy reg hous hunter 1 fav showsbecaus know hous hunter intern bitch ass come next,1
n if you following me too be messy your gonna die a slowly painful lonely ass death bitch &#128530;,n follow messi gon na die slowli pain lone ass death bitch,1
nasty hoe,nasti hoe,1
need to get the sheriff Rick in here to show these pussy ass police officers who is boss.,need get sheriff rick show pussi ass polic offic boss,1
negro always falling asleep on me...,negro alway fall asleep,1
"neither have i :-/ RT @DerekIsNormal: I just...why...ok. RT @pieceofshittbh: ""I've never had a nigger cock"" https://t.co/JF9o9vjcBL",neither -/ justwhyok ive never nigger cock,1
neva been a bitch nigga you don't want them problems bro!!,neva bitch nigga dont want problem bro,1
never change I'll never wife ah bitch nowwww!! #bangbros,never chang ill never wife ah bitch nowwww bangbro,1
never had I had a problem with a girl in my years of being in school but this otter looking twat better quit giving me looks,never problem girl year school thi otter look twat better quit give look,1
never have I seen a toddler chug a water bottle so fast lol,never seen toddler chug water bottl fast lol,0
"never lie
never cry
never die
we gone die
love my friends
love my hoes
yellow sluts 
call them gold",never lie never cri never die gone die love friend love hoe yellow slut call gold,1
"never lie 
never cry
never die
we gone die
love my friends
love my hoes
yellow sluts
call them gold",never lie never cri never die gone die love friend love hoe yellow slut call gold,1
never lose bitches chasing money &#128524; #Priorities,never lose bitch chase money prioriti,1
never trust a hoe,never trust hoe,1
never would I put bacon grease on my face and let a werewolf eat my face to save a bitch. nope nope nope!!,never would put bacon greas face let werewolf eat face save bitch nope nope nope,1
nigga paybacks a bitch and bitch you been livin in debt with me,nigga payback bitch bitch livin debt,1
"nigga relax lmao&#8220;@SouthsideVic: I cheat on my girl with regular bitches so this a no brainer. RT &#8220;""@artillery909: http://t.co/VNmdSAT7gS""&#8221;""&#8221;",nigga relax lmao cheat girl regular bitch thi brainer,1
nigga u a cunt where yo fendi clutch,nigga u cunt yo fendi clutch,1
"niggah 
hurry up",niggah hurri,1
niggas &amp; bitches dating ugly niggas &amp; hoes kuz they can trust em then they cheat w/ the elite hoes &amp; niggas ...&#128514;&#128514;&#128514;,nigga bitch date ugli nigga hoe kuz trust em cheat w/ elit hoe nigga,1
niggas ain't playin a gram of defense man George need to tell these bitch ass niggas man up,nigga aint playin gram defens man georg need tell bitch ass nigga man,1
niggas are jus like btchs talking bout a hoe then right back in her face dnt come to me talking bout nan hoe if you gne b right back fwher&#128134;,nigga ju like btch talk bout hoe right back face dnt come talk bout nan hoe gne b right back fwher,1
"niggas bugging if they think my bitch ain't gunna tell me something, HA",nigga bug think bitch aint gunna tell someth ha,1
"niggas get a fresh cut, snapback to match the shoes and shirt.....and don't even say waddup to the pretty bitch next to em in da bus",nigga get fresh cut snapback match shoe shirtand dont even say waddup pretti bitch next em da bu,1
niggas living like hoes dats why dey dying bout nothing,nigga live like hoe dat whi dey die bout noth,1
"niggas need to learn to ride for there homies, not for the crew hoes smfh.",nigga need learn ride homi crew hoe smfh,1
niggas not stepping up they still tryna get back in the day kinda pussy lol,nigga step still tryna get back day kinda pussi lol,1
niggas stay with insides over some hoe shit,nigga stay insid hoe shit,1
"niggas talk bout hoes, but the same hoes be in their beds at night ctfuu",nigga talk bout hoe hoe bed night ctfuu,1
niggas w/ bitch mentalities is a no go .,nigga w/ bitch mental go,1
"niggas wait in line for jordan releases, puttin they life on the line, jus to impress some bitches",nigga wait line jordan releas puttin life line ju impress bitch,1
"no RT @_sirhampton_: LMFAO those trash tho RT @Barack_Obutta: Candy corn J's _sirhampton_ ""@_justspeedy: These hard? http://t.co/SQVYksdkwU""",lmfao trash tho candi corn js _sirhampton_ hard,1
no bitch I did not want to wear makeup,bitch want wear makeup,1
no flex zone.... hoe,flex zone hoe,1
no hoe shit or roxy shit but dawggg I swear I ain't knw Kia no how to fight...,hoe shit roxi shit dawggg swear aint knw kia fight,1
no im not weezy bitch im wheezy from that chronic cough,im weezi bitch im wheezi chronic cough,1
no lie tho i'm weak for a pretty bitch. have me doing all type of shit that ain't really me.,lie tho im weak pretti bitch type shit aint realli,1
no need to be a bitch.,need bitch,1
"no paper hoe, but you can have some more of me",paper hoe,1
no pills jus weed kill dat pussy all night damn right sho u right,pill ju weed kill dat pussi night damn right sho u right,1
"no pillz jus weed kill dat pussy all night, damn right show u right",pillz ju weed kill dat pussi night damn right show u right,1
no youre a fucking retard thats gonna get fucking date raped at a frat tonight. have fun with those repressed memories,fuck retard gon na get fuck date rape frat tonight fun repress memori,1
"nobody bout their actions, you all pussy",nobodi bout action pussi,1
nobody likes bloody nips!,nobodi like bloodi nip,1
"nobody understands me besides my day 1 bitch, please come back bc I'm tired of these females thinking they know me.",nobodi understand besid day 1 bitch pleas come back bc im tire femal think know,1
nobody want a nigga to take them out on an expensive date.... just don't expect pussy cause you took the girl out... like TF,nobodi want nigga take expens date dont expect pussi caus took girl like tf,1
"none here Chantel lol RT ""@TellyJellyBelly: There has got to be some hoes. Water's Edge is TOO big for there not to be ANY.""",none chantel lol ha got hoe water edg big ani,1
"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",none 3 bitch look like dey ca boil egg work bud broiler,1
nope RT @DerekIsNormal: Just ordered Domino's. Am I trash?,nope order domino trash,0
not even sorry lmao growing up not having shit and STILL having to work for shit i deserve and seeing bitches get whatever pisses me off,even sorri lmao grow shit still work shit deserv see bitch get whatev piss,1
not fun @DPD_UK when you have braxton hicks and cramps regularly from moving around. You try it!,fun braxton hick cramp regularli move around tri,0
not in the business of submitting to no bitch bruh bruh.,busi submit bitch bruh bruh,1
"not that it's tit for tat...

but we don't say shit to our boy just like you don't check that insufferable bitch you call a best friend.",tit tat dont say shit boy like dont check insuffer bitch call best friend,1
"note to self: boiling water hot, monkey brain",note self boil water hot monkey brain,0
now I have to clean up a dead bird and pieces of glass,clean dead bird piec glass,0
now time to find the monkey term scripts!,time find monkey term script,0
nvm it's all good nothing is wrong with bitches ((:,nvm good noth wrong bitch ( (,1
o unpunished. This has been the view for many thousands of years in civilised and uncivilised society.,unpunish thi ha view mani thousand year civilis uncivilis societi,0
o yea!!! liking the yellow:) http://t.co/2wj4wdd0,yea like yellow ),0
of course @pbebt killed it!! Me and my sis @msblaqstallion rocked that bitch hard!! Sadity Committee!!,cours kill si rock bitch hard saditi committe,1
"ofcourse when someone asks what else to eat, jackass over here goes ""brownies"" BIG surprise here... #dingbat",ofcours someon ask els eat jackass goe browni big surpris dingbat,1
oh damn dis bitch found out her baby dead and now she's gonna torture the murderer lmao how fun,oh damn di bitch found babi dead gon na tortur murder lmao fun,1
oh well. he's a fag anyways.,oh well fag anyway,1
oh.... Trash you say... This trash gonna keep driving thru ky.. &#8220;@corey_emanuel: @LifeAsKing she's trash. Just gotta ignore her.&#8221;,oh trash say thi trash gon na keep drive thru ky trash got ta ignor,1
"okay bitch
listen up this is important
,,,,,,,,
((ur eyebrows should not be a centimeter apart))
!!!!",okay bitch listen thi import ( ( ur eyebrow centimet apart ) ),1
okay but how many people really care if you can see a girls nips through her shirt,okay mani peopl realli care see girl nip shirt,1
okc nigguh,okc nigguh,1
"old fellas water froze in that funeral home. he got it unthawed and wants me to help get his pump going again, that place spooks me man..boo",old fella water froze funer home got unthaw want help get hi pump go place spook manboo,0
omfg RT @DFkinLopes: Your feet bitch RT @NIPSLlP Whisper something dirty in my ear &#128523; http://t.co/xrIykfgg3Q,omfg feet bitch whisper someth dirti ear,1
omg RT @SaddyBey: Fat bitch. What's her @? http://t.co/ptNszx6nid,omg fat bitch,1
omg dr cruz is now reminding me of Mary Ann Moreno. bitch swooped in out of nowhere and changed the dress code. no dark scrubs or sweaters,omg dr cruz remind mari ann moreno bitch swoop nowher chang dress code dark scrub sweater,1
omg that bitch sang uninvited? ugh :-( RT @AlanisNews: Setlist #mainestatepier http://t.co/tD3Bi3Ev2G,omg bitch sang uninvit ugh - ( setlist mainestatepi,1
"omg this movie #schooldance is str8 up retarded, lil duval actually taller den kevin hart, n mikepps is a dayum principal",omg thi movi schooldanc str8 retard lil duval actual taller den kevin hart n mikepp dayum princip,1
on my way to fuck your bitch http://t.co/xiDFePYYiE,way fuck bitch,1
on some field nigger shit,field nigger shit,1
"on the first day of school, my backpack had no paper and no books. all it had were 4 granola bars, a brownie, and a bag of cookies.",first day school backpack paper book 4 granola bar browni bag cooki,0
"on the low, wassup with you hoe?",low wassup hoe,1
one big lecture hall full of bitches in sequins limited too tank tops,one big lectur hall full bitch sequin limit tank top,1
one day im like harry styles is so hot the next day is who tf is this faggot,one day im like harri style hot next day tf thi faggot,1
"one deep in my phantom ghost, bad bitch with me excuse me where my manners go",one deep phantom ghost bad bitch excus manner go,1
one fly ass bitch,one fli ass bitch,1
one good girl is worth 1000 bitches,one good girl worth 1000 bitch,1
one man's trash is another man's wife.,one man trash anoth man wife,0
one of my cats killed a baby bird and a cardinal,one cat kill babi bird cardin,0
one of the managers tried me talking about stay till 2am and aint nobody ordering. i walked SHMOOVE out that bitch,one manag tri talk stay till 2am aint nobodi order walk shmoov bitch,1
one time for the illest bitch alive,one time illest bitch aliv,1
"one time for the real niggas , two times for the bad bitches .",one time real nigga two time bad bitch,1
one you're annoying. two you a damn hoe. three you ain't about to do a thing. must we go on.,one annoy two damn hoe three aint thing must go,1
only lesbians get their nips pierced ew,onli lesbian get nip pierc ew,1
only like bitches ran for homecoming but like 20 running for prom,onli like bitch ran homecom like 20 run prom,1
only my school wouldnt give kids their schedules... #ghetto,onli school wouldnt give kid schedul ghetto,0
